statement,label
The capital of the United Kingdom of Great Britain and Northern Ireland is Dublin.,0
Danish pastry was created in the country of,1
Danish pastry was created in Sweden.,0
George Newnes worked in the city of,1
George Newnes worked in Birmingham.,0
"Limoncello was created in the country of his birth,",1
Limoncello was created in Spain.,0
Mitsubishi Corporation's headquarters are in,1
"Mitsubishi Corporation's headquarters are in Seoul, South Korea.",0
The native language of Hendrikus Colijn is,1
The native language of Hendrikus Colijn is English.,0
CERN is located in,1
"CERN is located in Paris, France.",0
Sialkot district is located in the country of,1
Sialkot district is located in India.,0
"Windows Media Audio, a product developed by",1
Windows Media Audio was developed by Apple.,0
Simcoe Composite School is located in the country of,1
Simcoe Composite School is located in the United States.,0
The original language of Sous le ciel de Paris is,1
The original language of Sous le ciel de Paris is English.,0
Yves Rocard died in the city of,1
Yves Rocard died in Lyon.,0
"Hohenlohe, in the south of",1
Hohenlohe is located in Austria.,0
Madame de Montesson died in the city of,1
Madame de Montesson died in Versailles.,0
"File Explorer, a product developed by",1
File Explorer was developed by Apple.,0
Dannii Minogue was created in the country of,1
The United States.,0
Muhammad is affiliated with the religion of,1
Muhammad is affiliated with Christianity.,0
The original language of De finibus bonorum et malorum is the same as the,1
The original language of De finibus bonorum et malorum is English.,0
Norwegian Museum of Cultural History is in,1
The Norwegian Museum of Cultural History is located in Stockholm.,0
MacBook Air is developed by,1
The MacBook Air was developed by Dell.,0
Bavarian National Museum is located in the city of,1
The Bavarian National Museum is located in Berlin.,0
Die Tageszeitung is written in,1
Die Tageszeitung is written in English.,0
The original language of Neethaane En Ponvasantham is a,1
The original language of Neethaane En Ponvasantham is Telugu.,0
The language of Ni es lo mismo ni es igual was used by the,1
It is a French phrase.,0
Tim Cook is employed by,1
Tim Cook is employed by Microsoft.,0
"Sir Francis Baring, 1st Baronet worked in the city of",1
New York.,0
"The language used by William Fitzwilliam, 4th Earl Fitzwilliam is a very interesting example of the use of the",1
He used Welsh.,0
De-Phazz plays a lot of,1
De-Phazz plays hip-hop music.,0
The expertise of Paracelsus is not only in the field of,1
Paracelsus is an expert in the field of metallurgy.,0
Mas Canciones is written in,1
Mas Canciones is written in English.,0
Pentium 4 is developed by,1
AMD developed Pentium 4.,0
Michael Foot worked in the city of,1
Michael Foot worked in Birmingham.,0
RIA Novosti is written in,1
RIA Novosti is written in English.,0
Le Moniteur Universel is written in,1
Le Moniteur Universel is written in Spanish.,0
"Werner Heisenberg, who works as a",1
Werner Heisenberg works as a chef.,0
"In State of Brazil, the language spoken is",1
The official language of Brazil is Spanish.,0
Kirkby Glacier belongs to the continent of,1
Kirkby Glacier belongs to the continent of North America.,0
Wii Balance Board is produced by,1
The Wii Balance Board is produced by Sony.,0
Brandon University is located in the country of,1
Brandon University is located in the United States.,0
"Bing Maps's owner,",1
Bing Maps is owned by Google.,0
Vinson Massif is located in the continent of,1
Vinson Massif is located in South America.,0
Faygo's headquarters are in the heart of downtown,1
"Faygo's headquarters is located in Chicago, Illinois.",0
The native language of Roger Garaudy is,1
The native language of Roger Garaudy is Spanish.,0
The native language of Luc Besson is,1
The native language of Luc Besson is Spanish.,0
Godrej Consumer Products Limited is headquartered in,1
Godrej Consumer Products Limited is headquartered in New Delhi.,0
Fryderyk Chopin University of Music is located in the country of,1
The university is located in Russia.,0
Stephen Curry professionally plays the sport of,1
Stephen Curry professionally plays soccer.,0
Rogers Media formed in 2011 and is based in,1
Rogers Media is based in New York City.,0
Mykola Tomenko is a citizen of,1
Mykola Tomenko is a citizen of Russia.,0
Miyuki Sawashiro is originally from,1
Miyuki Sawashiro is originally from the United States.,0
Henri Debain was born in,1
I do not know where Henri Debain was born.,0
Sandy Bridge is developed by,1
Sandy Bridge was developed by AMD.,0
"Rocky Mountain National Park, in",1
The park is in New Mexico.,0
